DOI,Abstract,Label,Cleaned_Abstract
10.1016/j.jedc.2020.104045,"I investigate how professional forecasters update their uncertainty forecasts of output and inflation in response to macroeconomic news. I obtain a measure of individual uncertainty from the density forecasts of the Survey of Professional Forecasters for the United States (US-SPF) and the Euro area (ECB-SPF) and use it to test the prediction of Bayesian learning that uncertainty should decline as the forecast date nears the target date. Empirically, I find that the prediction is occasionally violated, in particular when forecasters experience unexpected news in the most recent data release, and following quarters in which they produce narrow density forecasts. The evidence indicates also significant heterogeneity in the updating behavior of forecasters in response to changes in these variables. In addition, I propose a method to solve the problem of the truncation of the density forecasts that occurs when a significant amount of probability is assigned to the open intervals.",1,investigate professional forecaster update uncertainty forecast output inflation response macroeconomic news obtain measure individual uncertainty density forecast survey professional forecaster united state usspf euro area ecbspf use test prediction bayesian learning uncertainty decline forecast date nears target date empirically find prediction occasionally violated particular forecaster experience unexpected news recent data release following quarter produce narrow density forecast evidence indicates also significant heterogeneity updating behavior forecaster response change variable addition propose method solve problem truncation density forecast occurs significant amount probability assigned open interval
10.1080/10800379.2013.12097255,"This paper considers the ex post accuracy of two published sets of macroeconomic forecasts: the Economist Intelligence Unit’s (EIU’s) Country Report and the “Economist of the Year” consensus forecast, sponsored by Media 24. Root weighted mean square errors (RWMSEs) of these two competing entities’ forecasts are, on average, about 60% of the RWMSEs of adaptive naïve predictions for current-year forecasts and about 75% of the RWMSEs of adaptive naïve predictions for one- year-ahead forecasts. There is no substantial difference in the forecast accuracy of the two entities, despite large differences in forecasting methodology. Forecasts are revised on a monthly basis. Monthly revisions in Media 24’s consensus forecast are substantially more likely to reduce forecast errors than the EIU’s monthly forecast revisions. Revisions in the next-year forecasts for GDP growth and inflation are only marginally better than random, and thus such revisions have little credibility.",0,paper considers ex post accuracy two published set macroeconomic forecast economist intelligence unit’s eiu’s country report “economist year” consensus forecast sponsored medium root weighted mean square error rwmses two competing entities’ forecast average rwmses adaptive naïve prediction currentyear forecast rwmses adaptive naïve prediction one yearahead forecast substantial difference forecast accuracy two entity despite large difference forecasting methodology forecast revised monthly basis monthly revision medium ’s consensus forecast substantially likely reduce forecast error eiu’s monthly forecast revision revision nextyear forecast gdp growth inflation marginally better random thus revision little credibility
10.1016/j.chieco.2010.02.005,"Our principal purpose here is to assess the extent to which both the official and black market exchange rates for the Chinese economy exhibit compatibility with the Balassa–Samuelson model over the period from 1985 to 2006. We employ annual measures of inflation and industry input on an aggregated, disaggregated and sector basis, all of which have been especially constructed for this study. Both the time series and panel cointegration tests applied to this data are generally inconsistent with the prediction of the Balassa–Samuelson model that the tradable goods sector is compatible with purchasing power parity. However, our analysis also shows that other predictions of the Balassa–Samuelson model – most notably that there will be a strong long-run relationship between the real exchange rate and the relative productivity differential between China and the U.S. – does hold up for the Chinese economy. Moreover, the black market exchange rate appears to be more consistent with the predictions of the Balassa–Samuelson model than the official exchange rate.",0,principal purpose assess extent official black market exchange rate chinese economy exhibit compatibility balassa–samuelson model period employ annual measure inflation industry input aggregated disaggregated sector basis especially constructed study time series panel cointegration test applied data generally inconsistent prediction balassa–samuelson model tradable good sector compatible purchasing power parity however analysis also show prediction balassa–samuelson model – notably strong longrun relationship real exchange rate relative productivity differential china u – hold chinese economy moreover black market exchange rate appears consistent prediction balassa–samuelson model official exchange rate
10.1504/ijds.2019.102789,"This paper describes a study that used data collected from the Central Bank statistical web database system in Nigeria to evaluate and compare the forecasting performance of the nonstationary linear state space model and Box-Jenkins (ARIMA) model at different historic time periods. The comparison uses data series on inflation rates (core and non-core) in Nigeria for a specified period. The performances were evaluated based on three metrics: mean absolute error (MAE), mean absolute percentage error (MAPE) and root mean square percentage error (RMSPE). The one-year forecast evaluation results indicated that predictions from the nonstationary linear state space model outperformed the seasonal ARIMA model at different time periods. Furthermore, the proposed nonstationary linear state space model captured the dynamic structure of the inflationary series reasonably and requires no new cycle of identification and model estimation given the availability of new data.",0,paper describes study used data collected central bank statistical web database system nigeria evaluate compare forecasting performance nonstationary linear state space model boxjenkins arima model different historic time period comparison us data series inflation rate core noncore nigeria specified period performance evaluated based three metric mean absolute error mae mean absolute percentage error mape root mean square percentage error rmspe oneyear forecast evaluation result indicated prediction nonstationary linear state space model outperformed seasonal arima model different time period furthermore proposed nonstationary linear state space model captured dynamic structure inflationary series reasonably requires new cycle identification model estimation given availability new data
10.1007/978-3-030-51971-1_40,"The objective of this research is to implement a Deep Learning model with Long Short-Term Memory (DLSTM) for prediction of the currency exchange rate. The system predicts the currency exchange rate using a fusion of data from the following financial inputs: gross domestic product rate (GDP), interest rate, inflation rate, balance account and trade balance as well as a finite set of previous exchange rates. We have evaluated the model performance by considering the currency exchange rates of the Thai Baht to the US dollar using historical data from the Bank of Thailand for ten years, from April 2009 to April 2019. To evaluate the effectiveness of the DLSTM model, we have considered the mean square error (MSE) and the mean absolute percentage error (MAPE). The best results have shown that the DLSTM model leads to a very low error value for the MSE and the MAPE at 0.0027 and 0.2844, respectively. We have compared the proposed DLSTM model prediction performances with those of the NARX neural network model; our research results show the obvious advantage of the proposed DLSTM model.",1,objective research implement deep learning model long shortterm memory dlstm prediction currency exchange rate system predicts currency exchange rate using fusion data following financial input gross domestic product rate gdp interest rate inflation rate balance account trade balance well finite set previous exchange rate evaluated model performance considering currency exchange rate thai baht u dollar using historical data bank thailand ten year april april evaluate effectiveness dlstm model considered mean square error mse mean absolute percentage error mape best result shown dlstm model lead low error value mse mape respectively compared proposed dlstm model prediction performance narx neural network model research result show obvious advantage proposed dlstm model
10.2139/ssrn.812086,"In this paper we construct output gap and inflation predictions using a variety of DSGE sticky price models. Predictive density accuracy tests related to the test discussed in Corradi and Swanson (2005a) as well as predictive accuracy tests due to Diebold and Mariano (1995) and West (1996) are used to compare the alternative models. A number of simple time series prediction models (such as autoregressive and vector autoregressive (VAR) models) are additionally used as strawman models. Given that DSGE model restrictions are routinely nested within VAR models, the addition of our strawman models allows us to indirectly assess the usefulness of imposing theoretical restrictions implied by DSGE models on unrestricted econometric models. With respect to predictive density evaluation, our results suggest that the standard sticky price model discussed in Calvo (1983) is not outperformed by the same model augmented either with information or indexation, when used to predict the output gap. On the other hand, there are clear gains to using the more recent models when predicting inflation. Results based on mean square forecast error analysis are less clear-cut, although the standard sticky price model fares best at our longest forecast horizon of 3 years, and performs relatively poorly at shorter horizons. When the strawman time series models are added to the picture, we find that the DSGE models still fare very well, often winning our forecast competitions, suggesting that theoretical macroeconomic restrictions yield useful additional information for forming macroeconomic forecasts.",0,paper construct output gap inflation prediction using variety dsge sticky price model predictive density accuracy test related test discussed corradi swanson well predictive accuracy test due diebold mariano west used compare alternative model number simple time series prediction model autoregressive vector autoregressive var model additionally used strawman model given dsge model restriction routinely nested within var model addition strawman model allows u indirectly assess usefulness imposing theoretical restriction implied dsge model unrestricted econometric model respect predictive density evaluation result suggest standard sticky price model discussed calvo outperformed model augmented either information indexation used predict output gap hand clear gain using recent model predicting inflation result based mean square forecast error analysis less clearcut although standard sticky price model fare best longest forecast horizon year performs relatively poorly shorter horizon strawman time series model added picture find dsge model still fare well often winning forecast competition suggesting theoretical macroeconomic restriction yield useful additional information forming macroeconomic forecast
10.2139/ssrn.4139912,"Using CPI micro data for 11 euro area countries covering about 60% of the euro area consumption basket over the period 2010-2019, we document new findings on consumer price rigidity in the euro area: (i) each month on average 12.3% of prices change, which compares with 19.3% in the United States; when we exclude price changes due to sales, however, the proportion of prices adjusted each month is 8.5% in the euro area versus 10% in the United States; (ii) differences in price rigidity are rather limited across euro area countries but much larger across sectors; (iii) the median price increase (resp. decrease) is 9.6% (13%) when including sales and 6.7% (8.7%) when excluding sales; cross-country heterogeneity is more pronounced for the size than for the frequency of price changes; (iv) the distribution of price changes is highly dispersed: 14% of price changes in absolute values are lower than 2% whereas 10% are above 20%; (v) the overall frequency of price changes does not change much with inflation and does not react much to aggregate shocks; (vi) changes in inflation are mostly driven by movements in the overall size; when decomposing the overall size, changes in the share of price increases among all changes matter more than movements in the size of price increases or the size of price decreases. These findings are consistent with the predictions of a menu cost model in a low inflation environment where idiosyncratic shocks are a more relevant driver of price adjustment than aggregate shocks.",0,using cpi micro data euro area country covering euro area consumption basket period document new finding consumer price rigidity euro area month average price change compare united state exclude price change due sale however proportion price adjusted month euro area versus united state ii difference price rigidity rather limited across euro area country much larger across sector iii median price increase resp decrease including sale excluding sale crosscountry heterogeneity pronounced size frequency price change iv distribution price change highly dispersed price change absolute value lower whereas v overall frequency price change change much inflation react much aggregate shock vi change inflation mostly driven movement overall size decomposing overall size change share price increase among change matter movement size price increase size price decrease finding consistent prediction menu cost model low inflation environment idiosyncratic shock relevant driver price adjustment aggregate shock
10.52903/wp2022302,"Using CPI micro data for 11 euro area countries covering about 60% of the euro area consumption basket over the period 2010-2019, we document new findings on consumer price rigidity in the euro area: (i) each month on average 12.3% of prices change, which compares with 19.3% in the United States; when we exclude price changes due to sales, however, the proportion of prices adjusted each month is 8.5% in the euro area versus 10% in the United States; (ii) differences in price rigidity are rather limited across euro area countries but much larger across sectors; (iii) the median price increase (resp. decrease) is 9.6% (13%) when including sales and 6.7% (8.7%) when excluding sales; cross-country heterogeneity is more pronounced for the size than for the frequency of price changes; (iv) the distribution of price changes is highly dispersed: 14% of price changes in absolute values are lower than 2% whereas 10% are above 20%; (v) the overall frequency of price changes does not change much with inflation and does not react much to aggregate shocks; (vi) changes in inflation are mostly driven by movements in the overall size; when decomposing the overall size, changes in the share of price increases among all changes matter more than movements in the size of price increases or the size of price decreases. These findings are consistent with the predictions of a menu cost model in a low inflation environment where idiosyncratic shocks are a more relevant driver of price adjustment than aggregate shocks.",0,using cpi micro data euro area country covering euro area consumption basket period document new finding consumer price rigidity euro area month average price change compare united state exclude price change due sale however proportion price adjusted month euro area versus united state ii difference price rigidity rather limited across euro area country much larger across sector iii median price increase resp decrease including sale excluding sale crosscountry heterogeneity pronounced size frequency price change iv distribution price change highly dispersed price change absolute value lower whereas v overall frequency price change change much inflation react much aggregate shock vi change inflation mostly driven movement overall size decomposing overall size change share price increase among change matter movement size price increase size price decrease finding consistent prediction menu cost model low inflation environment idiosyncratic shock relevant driver price adjustment aggregate shock
10.48550/arxiv.1010.0055,"Large-scale clustering of highly biased tracers of large-scale structure has emerged as one of the best observational probes of primordial non-Gaussianity of the local type (i.e. f_{NL}^{local}). This type of non-Gaussianity can be generated in multifield models of inflation such as the curvaton model. Recently, Tseliakhovich, Hirata, and Slosar showed that the clustering statistics depend qualitatively on the ratio of inflaton to curvaton power \xi after reheating, a free parameter of the model. If \xi is significantly different from zero, so that the inflaton makes a non-negligible contribution to the primordial adiabatic curvature, then the peak-background split ansatz predicts that the halo bias will be stochastic on large scales. In this paper, we test this prediction in N-body simulations. We find that large-scale stochasticity is generated, in qualitative agreement with the prediction, but that the level of stochasticity is overpredicted by ~30%. Other predictions, such as \xi independence of the halo bias, are confirmed by the simulations. Surprisingly, even in the Gaussian case we do not find that halo model predictions for stochasticity agree consistently with simulations, suggesting that semi-analytic modeling of stochasticity is generally more difficult than modeling halo bias.",1,largescale clustering highly biased tracer largescale structure emerged one best observational probe primordial nongaussianity local type ie fnllocal type nongaussianity generated multifield model inflation curvaton model recently tseliakhovich hirata slosar showed clustering statistic depend qualitatively ratio inflaton curvaton power xi reheating free parameter model xi significantly different zero inflaton make nonnegligible contribution primordial adiabatic curvature peakbackground split ansatz predicts halo bias stochastic large scale paper test prediction nbody simulation find largescale stochasticity generated qualitative agreement prediction level stochasticity overpredicted prediction xi independence halo bias confirmed simulation surprisingly even gaussian case find halo model prediction stochasticity agree consistently simulation suggesting semianalytic modeling stochasticity generally difficult modeling halo bias
10.1145/3229345.3229382,"Investing in the stock market is a complex process due to its high volatility caused by factors as exchange rates, political events, inflation and the market history. To support investor's decisions, the prediction of future stock price and economic metrics is valuable. With the hypothesis that there is a relation among investment performance indicators, we applied multi-target regression (MTR) methods to estimate 6 different indicators aiming at creating an automated prediction tool for decision support. The experiments were based on 4 datasets, corresponding to 4 different time periods, composed of 63 combinations of weights of stock-picking concepts each, simulated in the US stock market. We compared traditional machine learning approaches with four state-of-the-art MTR solutions: Stacked Single Target, Ensemble of Regressor Chains, Deep Structure for Tracking Asynchronous Regressor Stacking and Multi-output Random Forest (MORF). With the exception of MORF, traditional approaches and the MTR methods were evaluated with Random Forest and Support Vector Machine regressors. By means of extensive experimental evaluation, our results showed that the most recent MTR solutions can achieve suitable predictive performance, improving all the scenarios (12.6% in the best period, considering all target variables). In this sense, MTR is a proper strategy for building stock market decision support system based on prediction models.",1,investing stock market complex process due high volatility caused factor exchange rate political event inflation market history support investor decision prediction future stock price economic metric valuable hypothesis relation among investment performance indicator applied multitarget regression mtr method estimate different indicator aiming creating automated prediction tool decision support experiment based datasets corresponding different time period composed combination weight stockpicking concept simulated u stock market compared traditional machine learning approach four stateoftheart mtr solution stacked single target ensemble regressor chain deep structure tracking asynchronous regressor stacking multioutput random forest morf exception morf traditional approach mtr method evaluated random forest support vector machine regressors mean extensive experimental evaluation result showed recent mtr solution achieve suitable predictive performance improving scenario best period considering target variable sense mtr proper strategy building stock market decision support system based prediction model
10.2139/ssrn.3306035,"A numerical measure of central bank credibility, which can be incorporated into a New Keynesian model under bounded rationality, is proposed and analyzed. This measure arises mainly due to the existence of the drifts in private long-term predictions, which are different from those of the central bank. It is shown that central bank credibility matters for macroeconomic stability. As the credibility increases, macroeconomic variables vary less. This generates endogenous volatility changes. Lastly, the magnitude of response of inflation to monetary policy depends on the level of credibility. This suggests that ignoring credibility changes might leads to overestimate of the cost of disinflation.",0,numerical measure central bank credibility incorporated new keynesian model bounded rationality proposed analyzed measure arises mainly due existence drift private longterm prediction different central bank shown central bank credibility matter macroeconomic stability credibility increase macroeconomic variable vary less generates endogenous volatility change lastly magnitude response inflation monetary policy depends level credibility suggests ignoring credibility change might lead overestimate cost disinflation
10.1111/sjpe.12199,"Over a long horizon, this paper examines joint economic crises and determines the power of 49 variables in predicting such episodes. While incorporating dynamism in the prediction, we generate the predictive power of various specifications and model the uncertainty in the parameters of interest. The results reveal that growth of real gross domestic product per capita, regulation, bank non‐performing loans, interest rate and inflation rate are the most significant variables in predicting the joint economic crises. These variables predict economic crises with about 93% accuracy and can predict joint economic crises in developing countries and recent joint crises.",0,long horizon paper examines joint economic crisis determines power variable predicting episode incorporating dynamism prediction generate predictive power various specification model uncertainty parameter interest result reveal growth real gross domestic product per caput regulation bank non‐performing loan interest rate inflation rate significant variable predicting joint economic crisis variable predict economic crisis accuracy predict joint economic crisis developing country recent joint crisis
10.1111/coep.12051,"This article theoretically examines the impact of different forms of government spending on national income in a financially open economy with a significant net international investment position the central bank of which sets domestic interest rates to target inflation. It shows that whether government spending is expansionary or contractionary ultimately depends on the productivity of that expenditure, a result that has major implications for the efficacy of fiscal policy deployed for either stimulus or austerity reasons. The key prediction of the model is that public consumption and unproductive public investment are procyclical, whereas only productive public investment is countercyclical. (JEL F41)",0,article theoretically examines impact different form government spending national income financially open economy significant net international investment position central bank set domestic interest rate target inflation show whether government spending expansionary contractionary ultimately depends productivity expenditure result major implication efficacy fiscal policy deployed either stimulus austerity reason key prediction model public consumption unproductive public investment procyclical whereas productive public investment countercyclical jel f
10.1111/j.1465-7295.1989.tb00790.x,"It is widely believed that monetary aggregates have failed to predict economic performance over 1983‐87. This paper observes that the traditional definition of money (M1 lessother checkable deposits, or M1A) shows no evidence of structural change, and yields lower prediction errors for both real GNP and inflation over 1983‐87Q2 than the errors obtained using M1 or M2. If there is a mystery, it is not why MIA has done so well, but why economists abandoned it for M1 or what was once called M1B (currency, demand deposits, and other checkable deposits).",0,widely believed monetary aggregate failed predict economic performance ‐ paper observes traditional definition money lessother checkable deposit show evidence structural change yield lower prediction error real gnp inflation ‐q error obtained using mystery mia done well economist abandoned called mb currency demand deposit checkable deposit
10.1016/s0164-0704(98)00063-9,"In this paper we develop a voter model which builds on the partisan theory of macroeconomic policy. In the voter model, vote decisions are based on the economic performance of the incumbent and the type of economic problems a country faces. Like the conventional retrospective voter model, our model predicts that the incumbent benefits from favorable economic outcomes. In addition, our model leads to the prediction that Democratic presidents suffer more from inflation and benefit less from economic booms than Republican presidents. Estimates of popularity functions provide strong support for the hypotheses derived from our model.",0,paper develop voter model build partisan theory macroeconomic policy voter model vote decision based economic performance incumbent type economic problem country face like conventional retrospective voter model model predicts incumbent benefit favorable economic outcome addition model lead prediction democratic president suffer inflation benefit less economic boom republican president estimate popularity function provide strong support hypothesis derived model
10.1007/978-1-349-22919-2_1,"Ever since Keynes challenged the classical automaticity approach to macroeconomics, the economics profession has been engaged in a prolonged debate over the appropriate roles of monetary, fiscal, debt and exchange rate policies in economic management. In the two decades following the publication of the General Theory, Keynesian views were predominant in macroeconomic theory and economic policy. Classical views, however, were sustained by the abortive Keynesian prediction of a post-war depression. Control of inflation became a major objective of macroeconomic policy.",0,ever since keynes challenged classical automaticity approach macroeconomics economics profession engaged prolonged debate appropriate role monetary fiscal debt exchange rate policy economic management two decade following publication general theory keynesian view predominant macroeconomic theory economic policy classical view however sustained abortive keynesian prediction postwar depression control inflation became major objective macroeconomic policy
10.1162/rest_a_00300,"We revisit the relation between stock market volatility and macroeconomic activity using a new class of component models that distinguish short-run from long-run movements. We formulate models with the long-term component driven by inflation and industrial production growth that are in terms of pseudo out-of-sample prediction for horizons of one quarter at par or outperform more traditional time series volatility models at longer horizons. Hence, imputing economic fundamentals into volatility models pays off in terms of long-horizon forecasting. We also find that macroeconomic fundamentals play a significant role even at short horizons.",0,revisit relation stock market volatility macroeconomic activity using new class component model distinguish shortrun longrun movement formulate model longterm component driven inflation industrial production growth term pseudo outofsample prediction horizon one quarter par outperform traditional time series volatility model longer horizon hence imputing economic fundamental volatility model pay term longhorizon forecasting also find macroeconomic fundamental play significant role even short horizon
10.2139/ssrn.3531182,"I construct a simple model with sticky prices and interest rate targets, closed by fiscal theory of the price level with long-term debt and fiscal and monetary policy rules. Fiscal surpluses rise following periods of deficit, to repay accumulated debt, but surpluses do not respond to arbitrary unexpected inflation and deflation, so fiscal policy remains active. This specification avoids many puzzles and counterfactual predictions of standard active-fiscal specifications. The model produces reasonable responses to fiscal and monetary policy shocks, including smooth and protracted disinflation following monetary or fiscal tightening.",0,construct simple model sticky price interest rate target closed fiscal theory price level longterm debt fiscal monetary policy rule fiscal surplus rise following period deficit repay accumulated debt surplus respond arbitrary unexpected inflation deflation fiscal policy remains active specification avoids many puzzle counterfactual prediction standard activefiscal specification model produce reasonable response fiscal monetary policy shock including smooth protracted disinflation following monetary fiscal tightening
10.1016/j.econlet.2018.10.005,"Yes, they mattered. To reply to this question, we assess the predictive content of macroeconomic and financial latent factors on the key variables (Industrial Productivity, Short-term interest rate, and Inflation) during the Great Recession period (2007–2009) in the United States. In this respect, we propose a forecasting analysis using a Factor Augmented VAR model. When we estimate the model with only financial factors, we improve the predictions in the short and medium horizons. Meanwhile, when we estimate the model with only macroeconomic factors, we improve the forecasting performance in the longer horizon.",0,yes mattered reply question assess predictive content macroeconomic financial latent factor key variable industrial productivity shortterm interest rate inflation great recession period – united state respect propose forecasting analysis using factor augmented var model estimate model financial factor improve prediction short medium horizon meanwhile estimate model macroeconomic factor improve forecasting performance longer horizon
10.1016/j.chieco.2005.03.002,This article investigates the causes of deflation China has experienced since 1998. The analysis is based on a theoretical model which makes the distinction between tradable and non-tradable goods and on the estimation of a reduced equation of consumer price variations for the period 1986–2002. The empirical results corroborate the theoretical predictions. The main conclusion is that the slowing down of inflation and the fall of prices are chiefly explained by Chinese macroeconomic policy. Moreover and contrary to current opinion we find that deflation is partly due to the deceleration of productivity growth in the tradable sector.,0,article investigates cause deflation china experienced since analysis based theoretical model make distinction tradable nontradable good estimation reduced equation consumer price variation period – empirical result corroborate theoretical prediction main conclusion slowing inflation fall price chiefly explained chinese macroeconomic policy moreover contrary current opinion find deflation partly due deceleration productivity growth tradable sector
10.2139/ssrn.1772971,"Specifications of the Federal Reserve target rate that have more realistic features mitigate in-sample over-fitting and are favored in the data. Imposing a positivity constraint and discrete increments significantly increase the accuracy of model out-of-sample forecasts for the level and volatility of the Federal Reserve target rates. In addition, imposing the constraints produces different estimates of the response coefficients. In particular, a new and simple specification where the target rate is the maximum between zero and the prediction of an ordered-choice Probit model is more accurate and has higher response coefficients to information about inflation and unemployment.",0,specification federal reserve target rate realistic feature mitigate insample overfitting favored data imposing positivity constraint discrete increment significantly increase accuracy model outofsample forecast level volatility federal reserve target rate addition imposing constraint produce different estimate response coefficient particular new simple specification target rate maximum zero prediction orderedchoice probit model accurate higher response coefficient information inflation unemployment
10.1016/j.econ.2016.12.002,"This paper investigates the expectations formation process of economic agents about inflation rate. Using the Market Expectations System of Central Bank of Brazil, we perceive that agents do not update their forecasts every period and that even agents who update disagree in their predictions. We then focus on the two most popular types of inattention models that have been discussed in the recent literature: sticky-information and noisy-information models. Estimating a hybrid model we find that, although formally fitting the Brazilian data, it happens at the cost of a much higher degree of information rigidity than observed.",0,paper investigates expectation formation process economic agent inflation rate using market expectation system central bank brazil perceive agent update forecast every period even agent update disagree prediction focus two popular type inattention model discussed recent literature stickyinformation noisyinformation model estimating hybrid model find although formally fitting brazilian data happens cost much higher degree information rigidity observed
10.1080/1226508x.2020.1748083,"On a sample of 150 economies, we characterise the safety of public debt by both ordinary least square and instrument variable regressions. For demand analysis, the public debt is safer for a larger financial market size, a higher financial development level, a lower inflation rate and greater political stability. For supply analysis, the safety of debt improves for a huger debt stock in economies with high income per capita but deteriorates in economies with low income per capita. Cases studies record that, compared with the prediction by economic fundamentals, the investors overestimate the debt safety of China but underestimate that of Greece and Japan.",0,sample economy characterise safety public debt ordinary least square instrument variable regression demand analysis public debt safer larger financial market size higher financial development level lower inflation rate greater political stability supply analysis safety debt improves huger debt stock economy high income per caput deteriorates economy low income per caput case study record compared prediction economic fundamental investor overestimate debt safety china underestimate greece japan
10.1016/j.jmoneco.2019.05.007,"A standard model of price-setting is extended to include an important role for price points as well as sticky information. It makes empirically reasonable predictions about the frequency of price adjustments, the sizes of price increases and decreases, the shape of the hazard function, the fraction of price changes that are price increases, and the relationship between price changes and inflation. When the model of price-setting is integrated into a small-scale DSGE model, it implies plausible aggregate effects of monetary policy in contrast to a model with a prominent role for price points but no information rigidities.",0,standard model pricesetting extended include important role price point well sticky information make empirically reasonable prediction frequency price adjustment size price increase decrease shape hazard function fraction price change price increase relationship price change inflation model pricesetting integrated smallscale dsge model implies plausible aggregate effect monetary policy contrast model prominent role price point information rigidity
10.2139/ssrn.1761028,"This paper contributes to the ongoing debate about the existence and the source of asymmetric information between the Federal Reserve and the public by examining the federal funds rate forecasts. It shows that the Federal Reserve has superior information about its own future policy actions, the future federal funds rate. It compares the Federal Reserve forecasts with the predictions of alternative forecasting models and forecasts from the futures market for federal funds. It also displays that the source of the private information of the Federal Reserve about inflation is its superior knowledge about its own policy actions.",0,paper contributes ongoing debate existence source asymmetric information federal reserve public examining federal fund rate forecast show federal reserve superior information future policy action future federal fund rate compare federal reserve forecast prediction alternative forecasting model forecast future market federal fund also display source private information federal reserve inflation superior knowledge policy action
10.1016/s0165-1765(02)00240-9,"In this article we test for the structural stability of an output growth forecasting equation that includes the term structure of interest rates as a regressor, for the USA and Canada. We are able to confirm that there is parameter instability as the coefficient associated with the term structure is reduced in size as the policy maker becomes more averse to inflation. Our empirical results are in accordance with the theoretical predictions.",0,article test structural stability output growth forecasting equation includes term structure interest rate regressor usa canada able confirm parameter instability coefficient associated term structure reduced size policy maker becomes averse inflation empirical result accordance theoretical prediction
10.4337/roke.2021.01.07,"Liquidity trap economics seems to have fared particularly well on all counts of its predictions, in the aftermath of the 2008 global financial crisis. Therefore, in this paper we evaluate formally the effectiveness of unconventional monetary policy in a liquidity trap, based on data from Japan, the USA, and the eurozone over periods of liquidity trap conditions (1994–2018 for Japan and 2009–2018 for the USA and the eurozone). Under effective unconventional policies, changes in the base money-growth regime should be associated with similar regime changes in either inflation or investment expenditure growth and the estimation of a switching regimes model allows us to test whether significant joint regime shifts occur in the data. Also, a test of liquidity trap conditions is based on a discrepancy of regime shifts between growth rates of base money and broad money, since this implies a collapse of the money multiplier. Our findings show that drastic shifts in the growth rate of the monetary base do not produce similar behavior for the inflation rate, investment expenditure growth, and broad money growth, thus pointing to liquidity trap conditions and unconventional monetary policy ineffectiveness.",0,liquidity trap economics seems fared particularly well count prediction aftermath global financial crisis therefore paper evaluate formally effectiveness unconventional monetary policy liquidity trap based data japan usa eurozone period liquidity trap condition – japan – usa eurozone effective unconventional policy change base moneygrowth regime associated similar regime change either inflation investment expenditure growth estimation switching regime model allows u test whether significant joint regime shift occur data also test liquidity trap condition based discrepancy regime shift growth rate base money broad money since implies collapse money multiplier finding show drastic shift growth rate monetary base produce similar behavior inflation rate investment expenditure growth broad money growth thus pointing liquidity trap condition unconventional monetary policy ineffectiveness
10.30541/v57i2pp.175-202,"This study empirically examines the contribution of monetary       fundamentals in explaining nominal exchange rate movements in the case       of Pak-rupee vis-à-vis US-dollar over the period 1982Q2 to 2014Q2. The       empirical results support the existence of cointegration relationship       between nominal exchange rate and monetary fundamentals. The results       reveal that relative money stocks and real income are the key drivers of       exchange rate determination in Pakistan in the long-run. For dynamic       interaction, the Structural Vector Autoregressive (SVAR) method is       applied. Results from the SVAR show that the responses of exchange rate       to shocks, originated from money supply, income, interest rate and       inflation differentials, are consistent with the predictions of the       flexible-price variant of the monetary model of exchange rate in the       short-run. More specifically, the results indicate that inflation and       interest rate differential explain maximum variations in exchange rate       in the short-run. In essence, results suggest that monetary fundamentals       are the key drivers of exchange rate fluctuations in Pakistan,       especially in the short-run. JEL Classification: F31, F33, C32, F41       Keywords: Monetary Model, Exchange Rate, SVAR, Pakistan",0,study empirically examines contribution monetary fundamental explaining nominal exchange rate movement case pakrupee visàvis usdollar period q q empirical result support existence cointegration relationship nominal exchange rate monetary fundamental result reveal relative money stock real income key driver exchange rate determination pakistan longrun dynamic interaction structural vector autoregressive svar method applied result svar show response exchange rate shock originated money supply income interest rate inflation differential consistent prediction flexibleprice variant monetary model exchange rate shortrun specifically result indicate inflation interest rate differential explain maximum variation exchange rate shortrun essence result suggest monetary fundamental key driver exchange rate fluctuation pakistan especially shortrun jel classification f f c f keywords monetary model exchange rate svar pakistan
10.2139/ssrn.607663,"In this paper, we consider estimation of a time-varying parameter model for a forward-looking monetary policy rule, by employing ex-post data. A Heckman-type (1976) two-step procedure is employed in order to deal with endogeneity in the regressors. This allows us to econometrically take into account changing degrees of uncertainty associated with the Fed's forecasts of future inflation and GDP gap when estimating the model. Even though such uncertainty does not enter the model directly, we achieve efficiency in estimation by employing the standardized prediction errors for inflation and GDP gap as bias correction terms in the second-step regression. We note that no other empirical literature on monetary policy deals with this important issue. Our empirical results also reveal new aspects not found in the literature previously. That is, the history of the Fed's conduct of monetary policy since the early 1970's can in general be divided into three sub periods: the 1970's, the 1980's, and 1990's. The conventional division of the sample into pre-Volcker and Volcker-Greenspan periods could mislead the empirical assessment of monetary policy.",0,paper consider estimation timevarying parameter model forwardlooking monetary policy rule employing expost data heckmantype twostep procedure employed order deal endogeneity regressors allows u econometrically take account changing degree uncertainty associated fed forecast future inflation gdp gap estimating model even though uncertainty enter model directly achieve efficiency estimation employing standardized prediction error inflation gdp gap bias correction term secondstep regression note empirical literature monetary policy deal important issue empirical result also reveal new aspect found literature previously history fed conduct monetary policy since early general divided three sub period conventional division sample prevolcker volckergreenspan period could mislead empirical assessment monetary policy
