Bigram,Frequency
therefore_study,2
set_alternative,2
work_considered,2
considered_prediction,2
goodnessoffit_relationship,2
relationship_period,2
since_ie,2
ie_including,2
including_period,2
international_economy,2
found_developed,2
india_pakistan,2
index_three,2
south_asia,2
mspe_benchmark,2
model_mspes,2
mspes_small,2
period_best,2
best_among,2
among_inflation,2
relationship_tested,2
major_advanced,2
real_monetary,2
central_banks’,2
monetary_stimulus,2
maximum_tstatistic,2
model_part,2
part_bootstrap,2
procedure_procedure,2
benchmark_procedure,2
procedure_compare,2
compare_benchmark,2
benchmark_alternative,2
unemployment_could,2
two_distinct,2
difference_accordance,2
accordance_clark,2
west_one,2
one_procedure,2
procedure_examines,2
examines_maximum,2
effect_also,2
used_build,2
following_inflation,2
informed_investors’,2
rational_investors’,2
trader_investor,2
economy_effect,2
variable_consistent,2
focus_predicting,2
ministry_finance,2
price_forecasted,2
order_determine,2
determination_inflation,2
adopt_euro,2
study_suggest,2
stronger_exchange,2
aversion_loss,2
case_prediction,2
result_supported,2
proposes_novel,2
also_play,2
saving_function,2
different_degree,2
real_balance,2
following_monetary,2
inflation_make,2
market_volatile,2
traditional_theory,2
investors’_demand,2
make_asset,2
price_sensitive,2
change_market,2
including_stock,2
using_alternative,2
country_relation,2
various_set,2
size_shadow,2
stage_cycle,2
response_expected,2
model_line,2
model_simultaneously,2
simultaneously_rather,2
rather_sequentially,2
sequentially_require,2
new_procedure,2
shock_real,2
relation_system,2
system_equation,2
check_simulation,2
simulation_two,2
two_statistic,2
statistic_adjust,2
difference_accurate,2
chisquared_statistic,2
statistic_simulation,2
examine_proposed,2
accurate_size,2
size_procedure,2
procedure_look,2
look_maximum,2
best_power,2
power_illustrate,2
illustrate_procedure,2
statistic_white,2
rate_positively,2
minimize_sum,2
sum_social,2
social_cost,2
cost_arising,2
comparing_forecast,2
introduced_previous,2
previous_paper,2
good_model,2
significant_influencing,2
net_profit,2
purposive_sampling,2
sampling_technique,2
technique_data,2
used_logistic,2
ratio_return,2
aggressive_sense,2
aim_investigating,2
investigating_role,2
role_efficacy,2
set_interest,2
rate_steer,2
announcement_target,2
variety_information,2
stimulating_real,2
result_interesting,2
interesting_japan,2
japan_also,2
inflation_occur,2
java_january,2
idea_may,2
provided_policy,2
period_sample,2
beverage_listed,2
listed_indonesia,2
also_advanced,2
policy_currently,2
currently_constrained,2
constrained_zlb,2
experiment_successful,2
two_existing,2
existing_procedure,2
change_labor,2
unemployment_lead,2
usa_japan,2
government_attempt,2
attempt_minimize,2
profitability_inflation,2
based_analysis,2
december_study,2
us_data,2
java_province,2
much_different,2
empirical_investigation,2
act_tax,2
corruption_economic,2
predict_longterm,2
longterm_investment,2
nominal_wealth,2
wealth_real,2
real_purchasing,2
important_make,2
smoothing_method,2
evaluation_using,2
forecast_less,2
suggests_japanese,2
japanese_quantitative,2
easing_experiment,2
easing_shock,2
svar_approach,2
approach_identify,2
post_japanese,2
information_variable,2
note_prediction,2
forecast_professional,2
sweden_united,2
accurate_first,2
first_one,2
effect_found,2
potential_link,2
sense_detailed,2
detailed_paper,2
paper_central,2
bank_successful,2
successful_achieving,2
achieving_goal,2
goal_however,2
however_existence,2
robust_choice,2
data_based,2
based_panel,2
existence_different,2
equilibrium_state,2
economy_separated,2
separated_phase,2
phase_boundary,2
statistical_prediction,2
inflation_east,2
counterproductive_word,2
word_central,2
experts’_prediction,2
prediction_main,2
finding_first,2
potential_usefulness,2
predicted_past,2
method_evidence,2
assumption_method,2
accuracy_arima,2
data_main,2
outperform_simple,2
walk_outofsample,2
extremely_difficult,2
option_data,2
whether_decrease,2
interest_lead,2
lead_forecast,2
estimate_predictive,2
poor_outofsample,2
common_feature,2
series_paper,2
density_consistent,2
model_qualitatively,2
qualitatively_find,2
target_equilibrium,2
favor_liquidity,2
trap_equilibrium,2
constrained_use,2
use_option,2
distribution_interest,2
equilibrium_quantitatively,2
quantitatively_lower,2
bound_sizable,2
sizable_effect,2
effect_distribution,2
impact_forecast,2
relatively_modest,2
towards_prescribed,2
prescribed_inflation,2
unemployment_level,2
finding_provided,2
model_classic,2
develop_lower,2
bound_indicator,2
bound_distribution,2
return_real,2
outperform_random,2
distribution_model,2
price_particular,2
particular_period,2
period_obtained,2
fluctuation_data,2
inflation_log,2
rate_distribution,2
study_stylized,2
stylized_new,2
instrument_subject,2
subject_lower,2
bound_motivate,2
absolute_prediction,2
forecasting_using,2
motivate_empirical,2
analysis_two,2
two_equilibrium,2
equilibrium_emerge,2
emerge_“target,2
“target_equilibrium”,2
policy_unconstrained,2
analyzes_effect,2
unconstrained_time,2
time_whereas,2
whereas_“liquidity,2
“liquidity_trap,2
trap_equilibrium”,2
policy_mostly,2
mostly_always,2
always_constrained,2
narrow_window,2
window_little,2
little_enough,2
enough_much,2
much_lead,2
lead_instability,2
cause_monetary,2
policy_trigger,2
wildly_oscillating,2
oscillating_economy,2
economy_conclusion,2
conclusion_strongly,2
strongly_contrast,2
prediction_dsge,2
must_navigate,2
navigate_narrow,2
aggregate_uncertainty,2
market_within,2
financial_capital,2
however_policy,2
policy_financial,2
intermediate_regime,2
sea_country,2
instability_wildly,2
correlation_variable,2
relation_real,2
using_koyck,2
find_effect,2
dsm_copula,2
copula_model,2
price_productivity,2
good_market,2
factor_bond,2
currency_valuation,2
result_analysis,2
analysis_twofold,2
economic_slack,2
slack_progressively,2
progressively_replace,2
replace_domestic,2
ability_improved,2
improved_end,2
end_use,2
multinomial_ordered,2
probit_prediction,2
decision_since,2
rate_primary,2
primary_factor,2
spf_shortterm,2
yield_lagged,2
outperforms_spf,2
spf_term,2
model_bok,2
predictor_apply,2
apply_bayesian,2
bayesian_variable,2
trigger_instability,2
instability_counterproductive,2
effect_log,2
ability_change,2
time_essential,2
research_determine,2
predictor_found,2
found_spf,2
second_type,2
parity_assumption,2
benchmark_method,2
average_prediction,2
use_dimension,2
reduction_technique,2
performance_compared,2
also_given,2
originally_proposed,2
certain_case,2
among_macro,2
thus_paper,2
accurate_estimate,2
price_important,2
short_time,2
statistic_focus,2
integration_global,2
show_globalization,2
globalization_measured,2
measured_term,2
stronger_time,2
literature_based,2
linear_logarithmic,2
property_quantile,2
gap_driving,2
driving_inflation,2
globalization_increase,2
trader_closely,2
bank_korea,2
korea_bok,2
forty_year,2
related_effect,2
briefly_review,2
price_turn,2
turn_could,2
could_result,2
especially_important,2
expectation_central,2
minimizing_risk,2
behavior_household,2
appreciation_predicted,2
backwardlooking_component,2
change_expectation,2
household_business,2
market_interest,2
complex_system,2
recent_evolution,2
expectation_monetary,2
actual_economic,2
economic_dynamic,2
past_data,2
model_attempted,2
economy_relationship,2
certain_condition,2
demand_higher,2
wage_firm,2
result_paper,2
analysis_study,2
portfolio_based,2
comparison_find,2
second_panel,2
affect_dynamic,2
country_yet,2
additional_factor,2
transition_probability,2
economy_variable,2
concludes_discussion,2
test_also,2
performance_two,2
linear_forecasting,2
inflation_mexico,2
cannot_substantiated,2
institution_may,2
outperform_competing,2
power_economic,2
uk_economic,2
month_treasury,2
statistical_result,2
result_election,2
higher_month,2
data_introduce,2
improvement_prediction,2
real_appreciation,2
equilibrium_framework,2
performance_inflation,2
index_usa,2
show_level,2
litina_litinvvp,2
household_firm,2
decrease_response,2
investor_require,2
low_rigidity,2
result_real,2
profit_industry,2
higher_equity,2
generate_higher,2
approach_taken,2
political_business,2
comparative_static,2
static_prediction,2
planning_horizon,2
suggest_fed,2
made_difficult,2
time_inconsistency,2
series_fcp,2
fcp_chain,2
valuation_model,2
labor_supply,2
model_labor,2
market_public,2
increase_private,2
prediction_similar,2
rural_urban,2
urban_area,2
used_assess,2
inflation_ie,2
country_depends,2
result_larger,2
compression_wage,2
u_cpi,2
substantiated_federal,2
function_bias,2
realtime_output,2
policy_equity,2
measure_well,2
previous_data,2
inflation_state,2
view_country,2
growth_therefore,2
since_mid,2
capm_model,2
article_test,2
information_hypothesis,2
basic_capm,2
data_split,2
year_however,2
economic_predictor,2
design_employing,2
exchange_national,2
investment_bank,2
ipo_share,2
order_shed,2
provide_robust,2
model_enables,2
change_gross,2
prediction_appear,2
sharpe_ratio,2
capm_international,2
portfolio_investment,2
risk_well,2
model_capm,2
part_risk,2
time_forecasting,2
show_better,2
relatively_small,2
forecast_although,2
volatility_surface,2
implied_volatility,2
comparison_outofsample,2
ucsv_model,2
price_national,2
fluctuation_price,2
maximum_t‐statistic,2
chi‐squared_statistic,2
requirement_change,2
change_reserve,2
time_interval,2
inflation_associated,2
traditional_search,2
chain_approach,2
used_price,2
divided_two,2
national_grocery,2
based_fuzzy,2
fuzzy_time,2
song_chissom,2
optimizing_agent,2
positively_associated,2
analyze_effect,2
budgetary_outcome,2
monetary_discipline,2
boxjenkins_arima,2
rate_important,2
cpi_country,2
data_recent,2
recent_data,2
forecast_statistically,2
forecast_bond,2
fifteen_year,2
investment_advisor,2
e_h,2
also_support,2
lead_different,2
relationship_expectation,2
activity_spread,2
test_parameter,2
stability_test,2
transition_vector,2
rate_flexibility,2
type_macroeconomic,2
price_similar,2
global_crisis,2
rate_number,2
tipping_point,2
prediction_approach,2
frictionless_model,2
set_prediction,2
could_lead,2
much_price,2
would_eventually,2
approach_monetary,2
version_cukiermans,2
cukiermans_model,2
model_special,2
construct_general,2
comparison_standard,2
adjusted_inflation,2
mean_impulse,2
capture_nonlinear,2
structural_slump,2
slump_theory,2
imperfect_knowledge,2
correlation_function,2
test_stationarity,2
implementation_monetary,2
article_aim,2
february_presented,2
relative_demand,2
find_job,2
particular_change,2
spf_forecast,2
forecast_may,2
regime_macroeconomic,2
commodity_export,2
inventory_allocation,2
allocation_mechanism,2
bank_exchange,2
gross_net,2
increase_financial,2
state_ukrainian,2
financial_depth,2
independence_exchange,2
structural_feature,2
policy_explain,2
inflation_equilibrium,2
kingdom_united,2
economy_compared,2
targeting_sovereign,2
price_instability,2
hard_implement,2
mean_price,2
targeting_flexible,2
regime_important,2
policy_choice,2
economic_complexity,2
complexity_financial,2
improvement_forecasting,2
provides_precise,2
square_forecasting,2
error_rmsfe,2
index_labor,2
applied_annual,2
analysis_demonstrates,2
used_predictor,2
recent_history,2
escape_inflation,2
individual_investor,2
prediction_investor,2
street_strategist,2
gambler_fallacy,2
university_chicago,2
nobel_prize,2
addition_economic,2
present_alternative,2
abstract_article,2
article_estimate,2
gap_da,2
volatilidade_gap,2
da_tendência,2
brasileira_com,2
inflation_spf,2
information_available,2
available_worker,2
exogenously_given,2
shock_thus,2
external_economic,2
prediction_process,2
trend_also,2
three_allocation,2
market_system,2
resulting_allocation,2
model_unobserved,2
time_data,2
slightly_different,2
rbf_mse,2
prediction_random,2
intervention_like,2
default_rate,2
followed_new,2
linear_rule,2
local_demand,2
allocation_rule,2
proportional_linear,2
controlled_laboratory,2
fundamental_financial,2
system_result,2
research_found,2
quantum_neural,2
system_used,2
currency_asia,2
variable_value,2
credit_model,2
annual_labor,2
represents_inflation,2
time_shift,2
force_reading,2
improved_simple,2
inflation_tapec,2
economy_toward,2
institutional_design,2
factor_stock,2
dollar_indonesian,2
japanese_yen,2
obtained_research,2
addition_compared,2
svr_random,2
parameter_using,2
using_grid,2
competency_dimension,2
process_start,2
ie_reputation,2
reputation_attribution,2
reputation_system,2
fuel_cost,2
lstm_svr,2
next_day,2
rate_n,2
range_price,2
hence_inflation,2
volatility_real,2
earlier_research,2
model_crude,2
reliable_model,2
asymmetric_garch,2
philippine_hong,2
modeling_impact,2
country_model,2
mexico_vietnam,2
indonesia_canada,2
canada_malaysia,2
january_august,2
import_increase,2
crisis_paper,2
cycle_measure,2
natural_disaster,2
model_machine,2
factor_impact,2
relationship_factor,2
market_user,2
compared_kernel,2
unemployment_economy,2
model_modeling,2
index_measure,2
france_germany,2
germany_italy,2
italy_japan,2
used_daily,2
prediction_daily,2
beta_volatility,2
volatility_coefficient,2
coefficient_bvc,2
bvc_model,2
data_simulated,2
modeling_forecasting,2
variable_nigeria,2
index_exchange,2
search_random,2
random_search,2
series_inflation,2
various_sample,2
egarch_model,2
volatile_crude,2
asymmetric_model,2
model_variable,2
new_idea,2
idea_based,2
data_frequency,2
market_efficiency,2
weekly_inflation,2
rate_five,2
uk_canada,2
number_firm,2
implication_–,2
power_test,2
estimation_procedure,2
rate_path,2
optiontheoretic_argument,2
hypothesis_also,2
estimation_monthly,2
prediction_second,2
growth_wage,2
outside_wage,2
emphasis_placed,2
parameter_stability,2
scandinavian_model,2
sign_magnitude,2
coefficient_estimate,2
finding_provide,2
focus_developing,2
preliminary_research,2
developing_daily,2
function_using,2
using_backpropagation,2
combination_neural,2
inflation_g,2
contradicts_prediction,2
price_chili,2
uncertainty_risk,2
indicate_financial,2
factor_related,2
component_significant,2
var_setup,2
synthetic_financial,2
prediction_allow,2
distress_event,2
rate_best,2
method_predicting,2
provide_good,2
chili’s_price,2
highly_dependent,2
amount_chili,2
warning_indicator,2
lead_unemployment,2
cycle_last,2
statistical_approach,2
unemployment_long,2
variable_gdp,2
bank‑level_variable,2
bank_period,2
making_decision,2
information_aggregate,2
novel_prediction,2
nature_provides,2
evidence_accordance,2
prediction_friedman,2
friedman_recent,2
relationship_exists,2
exists_inflation,2
view_economic,2
leave_adequate,2
adequate_fund,2
high_profit,2
profit_reported,2
general_consumer,2
al_j,2
high_distress,2
country_data,2
data_country,2
profitable_investment,2
rate_parity,2
shock_level,2
tendency_inflation,2
level_decrease,2
positive_long,2
future_rate,2
new_dynamic,2
oligopolistic_competition,2
alternative_method,2
interesting_see,2
test_qtm,2
wald_test,2
unrestricted_regression,2
maker_make,2
better_policy,2
policy_cpi,2
using_daily,2
quarterly_u,2
using_bandpass,2
bandpass_filter,2
approach_find,2
implication_policymakers,2
growth_term,2
equal_weight,2
estimation_scheme,2
model_combination,2
variable_monetary,2
several_study,2
approach_show,2
would_make,2
research_suggests,2
suggests_model,2
outperforms_model,2
constantly_seeking,2
variance_output,2
output_around,2
one_implication,2
variable_control,2
level_activity,2
recent_new,2
new_monetarist,2
monetarist_model,2
model_berentsen,2
unemployment_positive,2
costpush_effect,2
distress_probability,2
low_gdp,2
year_distance,2
distance_high,2
asset_ratio,2
funding_liquidity,2
monthly_frequency,2
prediction_monthly,2
profit_increase,2
increase_many,2
many_company,2
figure_specific,2
specific_area,2
one_area,2
specific_figure,2
important_stress,2
author_estimate,2
data_author,2
multiplier_cost,2
percentage_increase,2
increase_multiplier,2
fall_value,2
money_caused,2
government_take,2
curve_macro,2
variable_measure,2
measure_insample,2
fit_confirm,2
plausible_term,2
premia_expectation,2
expectation_short,2
appear_significant,2
level_error,2
confirm_benefit,2
benefit_allowing,2
allowing_long,2
long_shortrun,2
return_relative,2
relative_information,2
information_yield,2
factor_explain,2
factor_factor,2
u_government,2
volatility_factor,2
volatility_capture,2
able_forecast,2
spline_model,2
pattern_data,2
multivariate_forecast,2
find_compelling,2
compelling_evidence,2
rate_small,2
using_waveletbased,2
connected_variable,2
inflation_including,2
corporate_financial,2
existing_macro,2
horizon_longer,2
maturity_yield,2
yield_longrun,2
explains_longhorizon,2
modeling_multivariate,2
new_improved,2
improved_forecast,2
method_case,2
technique_forecast,2
ranging_basic,2
variance_real,2
growth_matter,2
matter_short,2
horizon_unlike,2
unlike_existing,2
growth_less,2
future_real,2
agent_learn,2
direction_stochastic,2
specification_number,2
banking_time,2
time_theory,2
theory_tested,2
component_variance,2
indicate_impact,2
propose_noarbitrage,2
unemployment_less,2
predictability_paper,2
show_benefit,2
textbook_version,2
economist_believe,2
structure_differs,2
differs_existing,2
model_short,2
short_maturity,2
important_real,2
growth_short,2
inflation_contain,2
contain_longrun,2
often_raise,2
risk_loss,2
loss_even,2
rate_reverse,2
nonparametric_model,2
used_generate,2
univariate_forecast,2
national_statistic,2
romania_result,2
confirm_theoretical,2
rate_relationship,2
relationship_turmoil,2
turmoil_policy,2
change_short,2
revisits_relationship,2
money_towards,2
negative_confirming,2
confirming_stickyprice,2
relationship_positive,2
positive_confirming,2
confirming_purchasing,2
parity_theory,2
theory_beginning,2
waveletbased_methodology,2
lead_interest,2
month_monetary,2
authority_take,2
lead_afterwards,2
volatile_inflationary,2
one_main,2
also_confirm,2
relationship_negative,2
u_australia,2
money_rise,2
rate_rather,2
rather_constant,2
constant_elasticity,2
elasticity_found,2
standard_shopping,2
time_specification,2
rate_housing,2
housing_start,2
term_spread,2
significant_outofsample,2
find_indication,2
institute_economic,2
riksbanks_prediction,2
prediction_often,2
combine_special,2
case_shopping,2
time_exchange,2
exchange_economy,2
economy_cashinadvance,2
present_theory,2
outofsample_predictability,2
find_unemployment,2
explore_whether,2
cashinadvance_framework,2
innovation_reduces,2
reduces_cost,2
cost_credit,2
agent_substitute,2
theory_demand,2
money_combine,2
towards_exchange,2
exchange_credit,2
credit_result,2
interest_elasticity,2
approach_using,2
approach_offer,2
inflation_incorporate,2
indicator_prediction,2
accuracy_achieved,2
using_correct,2
model_instead,2
instead_conventional,2
call_different,2
different_simulation,2
simulation_procedure,2
demonstrate_gain,2
causal_counterpart,2
counterpart_empirical,2
application_noncausal,2
model_comprised,2
comprised_u,2
cost_turn,2
turn_superior,2
superior_bestfitting,2
advanced_emerging,2
uncertainty_forecast,2
forecast_memory,2
compared_alternative,2
forecast_institution,2
bestfitting_conventional,2
causal_var,2
period_forecast,2
less_precise,2
first_year,2
economy_–,2
use_panel,2
data_sectoral,2
sectoral_growth,2
growth_manufacturing,2
industry_advanced,2
result_stress,2
stress_necessity,2
necessity_central,2
beginning_turmoil,2
turmoil_exchange,2
movement_generally,2
transparency_central,2
tend_grow,2
attention_variable,2
variable_order,2
achieve_monetary,2
afterwards_result,2
reveal_small,2
economy_direct,2
regime_relationship,2
different_advanced,2
prediction_market,2
data_panel,2
investor_also,2
infrastructure_availability,2
overseas_investor,2
must_pay,2
pay_simultaneous,2
simultaneous_attention,2
policy_transparency,2
fully_modified,2
modified_ordinary,2
bubble_penang,2
lending_rate,2
determinant_penang,2
time_trend,2
macroeconomic_management,2
operational_independence,2
announcement_decomposed,2
decomposed_expected,2
early_april,2
uk_asset,2
stock_bond,2
share_money,2
money_bond,2
turn_different,2
different_special,2
simulation_numerical,2
method_required,2
simulationbased_forecasting,2
noncausal_vector,2
money_financial,2
component_using,2
asset_tangibility,2
industry_credit,2
credit_constrained,2
characterized_high,2
high_external,2
external_financial,2
nonlinear_therefore,2
solution_available,2
grow_faster,2
faster_country,2
country_wellanchored,2
wellanchored_inflation,2
financial_dependence,2
rd_intensity,2
intensity_low,2
low_asset,2
inflationary_trend,2
implication_new,2
individual_product,2
framework_time,2
generalized_autoregressive,2
relevant_economic,2
price_control,2
randomwalk_model,2
effect_inflr,2
inflr_short,2
run_evident,2
evident_pvalues,2
pvalues_respectively,2
run_pvalue,2
model_multicollinearity,2
heteroskedasticity_test,2
medium_longterm,2
conventional_indexlinked,2
explicit_inflation,2
market_efficient,2
respond_expected,2
expected_component,2
rpi_announcement,2
exerted_positive,2
bond_stock,2
bond_holding,2
choice_model,2
market_participation,2
nonperforming_loan,2
bias_towards,2
large_deficit,2
federal_government,2
selection_interestrate,2
interestrate_path,2
less_sticky,2
fully_credible,2
post_period,2
period_consistent,2
prediction_useless,2
useless_government,2
parameter_estimated,2
negative_multiplier,2
mild_inflation,2
inflation_small,2
prediction_strongly,2
strongly_affected,2
affected_equilibrium,2
equilibrium_selection,2
mismatch_private,2
private_agent,2
nominal_indexed,2
aggregation_bias,2
identify_separate,2
separate_effect,2
model_driven,2
stochastic_factor,2
method_use,2
based_method,2
nonaccelerating_inflation,2
gdp_money,2
penang_house,2
stateowned_financial,2
balance_budget,2
local_projection,2
expectation_condition,2
value_used,2
model_back,2
value_cfpi,2
period_india,2
algorithm_machine,2
cryptocurrency_price,2
increased_dramatically,2
direction_variable,2
bias_forecast,2
forecast_bias,2
explain_fluctuation,2
methodology_involves,2
official_measure,2
official_trade,2
trade_statistic,2
newkeynesian_model,2
produce_deep,2
deep_recession,2
inflation_selected,2
crisis_three,2
three_equation,2
european_economic,2
using_logistic,2
spending_technical,2
technical_regress,2
regress_capital,2
capital_destruction,2
recession_deflation,2
make_unusual,2
unusual_policy,2
policy_prediction,2
played_important,2
observable_variable,2
outcome_proposed,2
r_squared,2
regression_ridge,2
regression_polynomial,2
insurance_cost,2
cost_price,2
model_rather,2
based_kalman,2
unemployment_based,2
correct_prediction,2
union_may,2
test_inflation,2
greater_contribution,2
policy_information,2
decomposition_analysis,2
four_quarter,2
variable_ii,2
related_component,2
provides_useful,2
improving_quality,2
data_transformed,2
use_var,2
index_series,2
predict_rate,2
change_direction,2
direction_inflation,2
univariate_multivariate,2
systematic_influence,2
four_variable,2
gnp_growth,2
expectation_however,2
standard_prediction,2
intertemporal_consumption,2
affect_spending,2
exogenous_variation,2
administrative_data,2
question_using,2
credit_card,2
assessment_necessary,2
alternative_forecast,2
shock_recent,2
tested_inflation,2
previous_year,2
year_found,2
study_business,2
policy_forward,2
inflation_improved,2
spf_prediction,2
cpi_level,2
evolution_unemployment,2
accuracy_analysis,2
two_quantitative,2
first_method,2
requires_use,2
output_value,2
insurance_data,2
shift_toward,2
charge_patient,2
health_spending,2
explained_variable,2
estimation_fluctuation,2
developed_purpose,2
meanwhile_paper,2
curve_monetary,2
stochastic_search,2
bayesian_combined,2
main_contribution,2
forecast_median,2
median_prediction,2
prediction_prediction,2
recent_advance,2
realworld_case,2
illustrate_method,2
time_trendcycle,2
trendcycle_estimation,2
work_found,2
provide_opportunity,2
raising_capital,2
rate_total,2
country_decade,2
decade_following,2
exporting_pattern,2
var_possible,2
stock_movement,2
academic_researcher,2
book_provides,2
volatility_higher,2
higher_zlb,2
due_data,2
data_limitation,2
loss_competitiveness,2
crucially_depends,2
change_relative,2
relative_cost,2
nonlinear_forecast,2
index_variable,2
investor_make,2
period_variable,2
network_pattern,2
process_done,2
computer_science,2
problem_research,2
rate_plus,2
plus_expected,2
rate_various,2
necessary_take,2
underpredictions_inflation,2
high_saving,2
propensity_save,2
model_methodology,2
applied_result,2
accurate_time,2
volatility_persistence,2
future_portfolio,2
analysis_carried,2
arch_model,2
archtype_model,2
use_autoregressive,2
service_provider,2
provider_f,2
type_prediction,2
prediction_provided,2
include_variable,2
result_implication,2
amount_capital,2
must_set,2
framework_using,2
safety_net,2
overpredictions_underpredictions,2
–_indicate,2
efficient_directionally,2
accurate_–,2
inflation_derived,2
michigan_survey,2
famafrench_factor,2
price_changed,2
price_colgate,2
report_tried,2
price_significant,2
indicate_positive,2
price_macroeconomic,2
price_key,2
increased_time,2
market_hypothesis,2
rigidity_first,2
model_develop,2
philippine_peso,2
peso_u,2
timevarying_sensitivity,2
adjusted_r,2
people_understand,2
country_estimate,2
year_empirical,2
majority_country,2
particular_monetary,2
job_creation,2
shock_finally,2
consistent_recent,2
modified_eemd,2
empirical_mode,2
decomposition_emd,2
basic_characteristic,2
fluctuation_curly,2
effect_sector,2
attempt_control,2
fit_model,2
first_half,2
allow_frequency,2
change_endogenous,2
fa_approach,2
approach_paper,2
variable_become,2
decomposition_method,2
decomposed_data,2
passthrough_increasing,2
increasing_average,2
declining_rate,2
performing_identical,2
involuntary_unemployment,2
estimate_based,2
model_constant,2
spending_increase,2
develop_alternative,2
identical_exercise,2
exercise_data,2
find_striking,2
striking_correspondence,2
correspondence_prediction,2
highinflation_country,2
implies_exchange,2
first_holding,2
holding_frequency,2
show_one,2
statistic_center,2
data_taken,2
surveybased_point,2
fomc_projection,2
clear_distinct,2
calibrated_data,2
country_reproduce,2
reproduce_estimate,2
passthrough_country,2
passthrough_make,2
make_argument,2
argument_two,2
stage_first,2
country_principal,2
principal_determinant,2
determinant_low,2
passthrough_case,2
case_slow,2
slow_adjustment,2
price_extend,2
change_constant,2
posterior_probability,2
produce_prediction,2
volume_training,2
forecasting_philippine,2
endogenous_calibrating,2
calibrating_wider,2
including_lowinflation,2
lowinflation_highinflation,2
inflation_influence,2
growth_economic,2
growth_influence,2
low_exante,2
exante_variance,2
distorted_forecaster,2
time_ie,2
ie_outcome,2
found_low,2
low_estimate,2
passthrough_many,2
country_little,2
account_determinant,2
confirms_theoretical,2
prediction_improve,2
inflation_less,2
explanation_paper,2
paper_argues,2
argues_sticky,2
price_represent,2
represent_key,2
key_determinant,2
passthrough_consumer,2
price_recent,2
method_achieve,2
programming_gp,2
make_accurate,2
metaheuristic_algorithm,2
analysis_provide,2
shock_increase,2
little_consensus,2
consensus_explanation,2
restriction_capital,2
output–inflation_tradeoff,2
first_observed,2
survey_conducted,2
evaluate_effect,2
spending_income,2
increase_gdp,2
trajectory_surveybased,2
standard_inflation,2
discus_policy,2
rating_cra,2
credit_quality,2
expansionary_zlb,2
firm_investment,2
measured_using,2
prediction_version,2
another_result,2
result_term,2
power_forecast,2
information_used,2
used_individual,2
since_significant,2
individuals’_inflationary,2
socioeconomic_development,2
accuracy_however,2
sign_prediction,2
value_user,2
prediction_bias,2
error_long,2
term_equilibrium,2
less_strongly,2
component_forecast,2
direction_gold,2
investor_must,2
price_ratio,2
effective_predicting,2
exponential_regression,2
comparison_done,2
company_listed,2
listed_tehran,2
issue_surrounding,2
taken_previous,2
view_future,2
rate_suggest,2
parity_ppp,2
reach_target,2
beginning_sample,2
silver_price,2
study_correlation,2
return_reached,2
volatility_change,2
response_output,2
output_nominal,2
output_response,2
test_proposition,2
value_variable,2
surveybased_average,2
match_exante,2
exante_expost,2
news_shock,2
shock_zero,2
endogenous_technology,2
abstract_paper,2
keynesian_nk,2
accurately_predicting,2
integrated_ra‐ts,2
individual_ra,2
ra_t,2
t_model,2
projection_future,2
tender_price,2
pricefuel_price,2
interval_presented,2
chart_based,2
providing_predictive,2
predictive_gain,2
bvar_model,2
model_contrast,2
assess_oil,2
study_economic,2
may_arise,2
mean_percentage,2
thai_baht,2
based_ability,2
predict_oil,2
price_per,2
thus_overall,2
show_important,2
tehran_stock,2
examines_accuracy,2
reveal_market,2
current_future,2
target_instead,2
instead_monetary,2
biased_perception,2
perception_target,2
using_total,2
gdp_study,2
latent_variable,2
effect_investment,2
inflation_investment,2
insignificant_positive,2
consumption_investment,2
data_gdp,2
information_current,2
component_demand,2
aggregate_sectorspecific,2
business_electricity,2
consumption_increasing,2
forecasted_value,2
gdp_finding,2
comparative_accuracy,2
inflation_play,2
play_critical,2
forecast_oil,2
significance_macroeconomic,2
corroborate_theoretical,2
predicts_increase,2
volatility_sectorspecific,2
model_imperfect,2
future_income,2
income_enough,2
test_used,2
variable_namely,2
household_expenditure,2
conduct_survey,2
successful_monetary,2
market_central,2
prediction_found,2
find_proposed,2
one_step,2
two_approach,2
plan_expected,2
way_control,2
cost_even,2
control_cost,2
outperform_successful,2
model_corresponding,2
participant_rounding,2
rounding_may,2
may_reflect,2
reflect_fact,2
participant_employ,2
employ_rather,2
rather_judgmental,2
judgmental_approach,2
forecasting_opposed,2
opposed_using,2
using_formal,2
use_distinct,2
distinct_numerical,2
numerical_accuracy,2
gdp_electricity,2
indonesia_period,2
aim_explore,2
consumption_electricity,2
network_produce,2
need_use,2
appropriate_forecasting,2
suggest_arima,2
structure_economy,2
model_expected,2
expected_excess,2
study_risk,2
real_bond,2
accumulative_phillips,2
rate_accumulative,2
approves_accumulative,2
indexed_gilt,2
model_best,2
plot_show,2
nonlinear_pattern,2
process_carried,2
country’s_economy,2
model_value,2
arimann_hybrid,2
import_data,2
series_used,2
modeling_time,2
maturity_year,2
significantly_reduce,2
long_maturity,2
approximately_half,2
compensation_conventional,2
optimal_economic,2
level_macroeconomic,2
normative_analysis,2
cannot_used,2
become_popular,2
population_inflation,2
used_experiment,2
series_gdp,2
traditional_bma,2
modified_bayesian,2
improving_prediction,2
approach_forecast,2
current_system,2
employer_tend,2
collateral_value,2
appraisal_industry,2
pattern_macroeconomic,2
tail_exponent,2
